REF_AREA,REF_AREA_LABEL,TIME_PERIOD,time_date,STRATUM,STRATUM_LABEL,WB_BPS_ARREARS,WB_BPS_CHANGE_SALES,WB_BPS_DROPSALES,WB_BPS_EXPECTATIONS_SALES,WB_BPS_PLANTS_ABSENCE,WB_BPS_PLANTS_FIRED,WB_BPS_PLANTS_HOURS_CUT,WB_BPS_PLANTS_WAGES_CUT,WB_BPS_REMOTE_WORKERS,WB_BPS_USE_DIGITAL,WB_BPS_ACCESS,WB_BPS_ONLINE_SALES,WB_BPS_RCV_POLICY,WB_BPS_ORDERS_CANCEL,WB_BPS_STOP_SELL,WB_BPS_PROTOCOL_1,WB_BPS_PROTOCOL_2,WB_BPS_PROTOCOL_3,WB_BPS_PROTOCOL_4,WB_BPS_PROTOCOL_5,protocols_mean,ACI,change_sales_stress,CSI,ACI_l1,support_l1
LKA,Sri Lanka,2021-06,2021-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,47.86,-55.83,89.6,-14.19,,4.18,,,,22.97,27.44,,6.3125,31.82,23.34,,,,,,,,55.83,0.0570964138079539,,
LKA,Sri Lanka,2020-05,2020-05-01,WB_BPS_SECTOR_OS,Sector: Other Services,67.63,-74.71,92.53,,54.77,3.32,23.65,27.39,,,,,,,,,,,,,,,74.71,0.770736052470727,,
LKA,Sri Lanka,2021-06,2021-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,46.06,-66.55,91.91,-23.61,,3.89,,,,19.41,22.12,,6.98333333333333,21.85,,,,,,,,,66.55,0.30502846244104,,
LKA,Sri Lanka,2020-05,2020-05-01,WB_BPS_SECTOR_RET,Sector: Retail,78.15,-76.93,95.3,,57.62,1.99,31.13,27.81,,,,,,,,,,,,,,,76.93,0.947594778981347,,
LKA,Sri Lanka,2021-06,2021-06-01,WB_BPS_SECTOR_RET,Sector: Retail,43.9,-59.43,93.82,-19.93,,1.1,,,,20.74,16.89,,4.77333333333333,29.15,,,,,,,,,59.43,0.259198146856275,,
MDG,Madagascar,2020-06,2020-06-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,,-45.52,83.08,,,,,,,,1.58,,0.4925,,,,,,,,,,45.52,,,
MDG,Madagascar,2021-01,2021-01-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,,-24.62,67.89,,9.71,1.4,2.34,,,9.74,41.69,,11.255,,,,0.83,,46.21,8.13,18.39,-1.79376146184101,24.62,-0.819965583004383,,1.58
MDG,Madagascar,2020-06,2020-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,,-57.89,96.15,,18.82,27.04,50.68,7.2,1.49,42.73,3.59,,2.82,,,,,,,,,-0.457571925450885,57.89,0.586490930061411,,
MDG,Madagascar,2021-01,2021-01-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,,-56.08,92.83,,4.17,4.76,17.53,,,21.77,45.84,,10.61,,,99.95,14,,54.46,0.21,42.155,-0.616890851538794,56.08,-0.0718831695786775,-0.457571925450885,3.59
MDG,Madagascar,2020-06,2020-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,,-66.73,97.19,-35.28,9.2,24.86,61.29,18.14,3.34,13.25,15.3,,4.082,,,,,,,,,-1.02955883643727,66.73,0.759931159227611,,
MDG,Madagascar,2021-01,2021-01-01,WB_BPS_SECTOR_OS,Sector: Other Services,,-46.91,83.68,,3.74,4.73,9.97,,,10.61,40.43,,9.6525,,,98.86,6.41,,50.93,1.77,39.4925,-0.975860175399194,46.91,-0.347422145265398,-1.02955883643727,15.3
MDG,Madagascar,2020-06,2020-06-01,WB_BPS_SECTOR_RET,Sector: Retail,,-49.05,90.91,,14.73,5.07,86.15,11.18,2.23,20.28,0.65,,0.125,,,,,,,,,-0.933062678012167,49.05,0.447069777052731,,
MDG,Madagascar,2021-01,2021-01-01,WB_BPS_SECTOR_RET,Sector: Retail,,-37.91,77.54,,1.35,1.55,1.67,,,7.96,32.52,,8.0775,,,,4.05,,58.79,0.21,21.0166666666667,-1.73566321733122,37.91,-0.671463261521319,-0.933062678012167,0.65
MLI,Mali,2020-06,2020-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,,,,9.77,,,,,8.18,,,,,,,,,,,,,,,,,
MWI,Malawi,2020-11,2020-11-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,34.85,-35.94,88.24,22.83,3.92,9.31,8.82,8.33,3.46,38.75,33.33,20.29,,,,,,,,,,-0.254307014789034,35.94,-0.403561440864493,,
MWI,Malawi,2020-11,2020-11-01,WB_BPS_SECTOR_OS,Sector: Other Services,41.64,-36.69,83.59,23.2,5.52,5.75,3.17,3.4,3.35,43.72,30.28,19.98,,,,,,,,,,-0.188787401594281,36.69,-0.500223375961438,,
MWI,Malawi,2020-11,2020-11-01,WB_BPS_SECTOR_RET,Sector: Retail,35.75,-37.7,87.52,24.2,3.04,4.69,2.28,2.15,0.89,33.83,21.93,15.4,,,,,,,,,,-0.539672195444057,37.7,-0.555237726126871,,
MYS,Malaysia,2020-10,2020-10-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,58.21,-11.16,46.27,,52.24,37.31,68.66,50.75,31.04,46,91.04,35.26,42.535,,,77.61,50.75,68.66,65.67,41.79,60.896,1.27249539131122,11.16,0.790014554628572,,
MYS,Malaysia,2021-07,2021-07-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,65.52,-8.57,37.8,,60.32,48.33,65.04,58.83,39.63,53.72,89.55,32.61,47.71,73.74,38.35,,,,,,,1.68547497301615,8.57,1.05200675393163,1.27249539131122,91.04
MYS,Malaysia,2020-10,2020-10-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,58.65,-3.73,38.78,,60.26,47.12,71.47,55.45,27.15,54.21,96.47,33.82,52.5625,,,73.86,53.92,69.61,69.61,48.69,63.138,1.2701676504704,3.73,0.924864330540478,,
MYS,Malaysia,2021-07,2021-07-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,60.38,-11.83,52.84,,68.03,49.15,71.23,58.34,34.63,47.56,94.28,28.44,59.7166666666667,73.73,53.07,,,,,,,1.300111558018,11.83,1.3350771088879,1.2701676504704,96.47
MYS,Malaysia,2020-10,2020-10-01,WB_BPS_SECTOR_OS,Sector: Other Services,61.88,-8.13,36.35,,61.88,44.5,62.77,60.11,31.37,57.79,93.26,39.05,51.3275,,,75.18,58.33,76.27,62.14,50.36,64.456,1.54840843632997,8.13,0.925891951474186,,
MYS,Malaysia,2021-07,2021-07-01,WB_BPS_SECTOR_OS,Sector: Other Services,66.16,-14.6,48.96,,65.34,43.64,65.01,60.55,44.88,55.75,90.46,34.92,55.57,75.62,51.71,,,,,,,1.97626692942167,14.6,1.27463076568286,1.54840843632997,93.26
MYS,Malaysia,2020-10,2020-10-01,WB_BPS_SECTOR_RET,Sector: Retail,58.31,-9.66,40.79,,45.92,32.63,56.19,47.13,25.95,60.08,85.2,36.77,44.26,,,77.51,52.28,75.08,61.4,53.8,64.014,1.36737844188514,9.66,0.509508351219479,,
MYS,Malaysia,2021-07,2021-07-01,WB_BPS_SECTOR_RET,Sector: Retail,65.9,-23.66,60.76,,57.76,35.14,65.53,55.54,38.27,57.14,84.09,35.01,49.5933333333333,73.99,57.8,,,,,,,1.7367817372218,23.66,1.27604020368867,1.36737844188514,85.2
NGA,Nigeria,2020-08,2020-08-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,37.89,-38.39,82.95,18.96,,20.86,51.9,48.28,6.52,27.49,,,2.80666666666667,,,,,,,,,-0.510228713350124,38.39,0.683452321251123,,
NGA,Nigeria,2020-08,2020-08-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,52.38,-50.21,93.45,13.09,,32.33,51.72,41.38,5.49,43.97,,,7.14,,,,,,,,,-0.190224695743804,50.21,1.09048340430934,,
NGA,Nigeria,2020-08,2020-08-01,WB_BPS_SECTOR_OS,Sector: Other Services,53.37,-49.57,89.15,15.25,,20.49,52.25,42.93,18.78,44,,,4.88,,,,,,,,,0.603369377753704,49.57,0.908355505100765,,
NGA,Nigeria,2020-08,2020-08-01,WB_BPS_SECTOR_RET,Sector: Retail,44.12,-47.34,91.09,17.04,,16.55,52.63,38.22,5.21,23.36,,,7.35,,,,,,,,,-0.683980388982559,47.34,0.72467148210576,,
NPL,Nepal,2020-06,2020-06-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,72.73,-49.35,77.42,,24.24,6.06,30.3,12.12,,,,,,,,,,,,,,,49.35,0.196678868860307,,
NPL,Nepal,2021-06,2021-06-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,67.68,-39.24,71.73,1.55,,5.93,,,11.4,15.38,12.06,,2.41,38.19,,,,,,,,-0.49938598892262,39.24,0.227335151400912,,
NPL,Nepal,2020-06,2020-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,87.1,-64.56,87.1,-23.6,58.06,6.45,24.19,30.65,6.71,12.96,4.84,40,4.035,,,,,,,,,-0.0908194222724403,64.56,0.89001117361558,,
NPL,Nepal,2021-06,2021-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,69.48,-63.46,88.28,-3.43,,8.24,,,8.64,20.78,7.04,,2.225,43.96,43.24,,,,,,,-0.539059985041468,63.46,0.700900938060853,-0.0908194222724403,4.84
NPL,Nepal,2020-06,2020-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,80.72,-69.84,87.35,-29.54,57.23,3.01,27.71,20.48,8.82,21.74,2.41,5.56,1.00333333333333,,,,,,,,,-0.626588580381671,69.84,0.768915424908122,,
NPL,Nepal,2021-06,2021-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,72.46,-74.82,92.17,-14.58,,9.73,,,13.54,35.4,8.74,,4.09,30.33,24.59,,,,,,,0.0916833945221876,74.82,0.535948941513094,-0.626588580381671,2.41
NPL,Nepal,2020-06,2020-06-01,WB_BPS_SECTOR_RET,Sector: Retail,84.77,-62.82,90.04,-29.26,40.33,4.12,30.86,11.93,4.69,18.18,2.06,3.3,2.06,,,,,,,,,-0.895346496566251,62.82,0.588293586059744,,
NPL,Nepal,2021-06,2021-06-01,WB_BPS_SECTOR_RET,Sector: Retail,72.25,-59.27,89.9,-7.86,,4.55,,,6.69,27.69,8.16,,4.37,44.01,35.87,,,,,,,-0.495456968467292,59.27,0.561056203443884,-0.895346496566251,2.06
PAK,Pakistan,2020-07,2020-07-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,51.61,-36,59.38,,17.74,14.52,17.74,6.45,,,6.45,,1.61,,,,,,,,,,36,-0.284596985343326,,
PAK,Pakistan,2021-07,2021-07-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,31.53,-21.96,53.34,8.12,23.27,14.72,8.6,0.55,,,15.1,,9.65,28.5,,,,,,,,,21.96,-0.567539429834966,,6.45
PAK,Pakistan,2020-07,2020-07-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,59.5,-47.84,79.8,,25.83,18.67,30.83,9.96,,42.86,13.22,21.06,2.685,,,,,,,,,0.0349871509988454,47.84,0.257272197808653,,
PAK,Pakistan,2021-01,2021-01-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,34.1,-27.83,54.89,,6.1,8.29,24.56,2.68,3.23,73.64,43.43,20.84,10.095,,,,,,,,,0.286993820700447,27.83,-0.661625529452942,0.0349871509988454,13.22
PAK,Pakistan,2021-07,2021-07-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,37.96,-26.78,61.97,4.16,20.68,18.88,13.38,5.65,2.11,65.26,22.98,,6.98,33.12,,,,,,,,0.100910021863296,26.78,-0.309066414946007,0.286993820700447,43.43
PAK,Pakistan,2020-07,2020-07-01,WB_BPS_SECTOR_OS,Sector: Other Services,53.28,-55.49,79.37,,24.41,16.93,24.75,8.43,,48.69,11.89,34.52,2.11,,,,,,,,,0.612644412137036,55.49,0.178255344956084,,
PAK,Pakistan,2021-01,2021-01-01,WB_BPS_SECTOR_OS,Sector: Other Services,48.54,-36.2,73.39,6.33,16.04,13.38,9.99,3.75,8.62,58.65,18.64,21.89,3.50666666666667,,,,,,,,,0.293089483838187,36.2,-0.305104709432394,0.612644412137036,11.89
PAK,Pakistan,2021-07,2021-07-01,WB_BPS_SECTOR_OS,Sector: Other Services,39.98,-39.06,70.33,10,17.66,15.95,12.09,5.68,8.75,61.48,20.06,,3.92333333333333,28.64,51.03,,,,,,,0.409567573738824,39.06,-0.126088941564444,0.293089483838187,18.64
PAK,Pakistan,2020-07,2020-07-01,WB_BPS_SECTOR_RET,Sector: Retail,52.73,-50.74,80.33,,14.55,12.2,28.48,6.67,,38.78,9.09,,3.635,,,,,,,,,,50.74,0.020146646526562,,
PAK,Pakistan,2021-01,2021-01-01,WB_BPS_SECTOR_RET,Sector: Retail,48.43,-28.35,66.16,,2.61,8.71,6.01,,,,16.79,,4.505,,,,,,,,,,28.35,-0.554459585097456,,9.09
PAK,Pakistan,2021-07,2021-07-01,WB_BPS_SECTOR_RET,Sector: Retail,29.25,-32.86,72.87,4.33,12.96,17.84,19.7,8.23,,,24.24,,3.79666666666667,14.33,,,,,,,,,32.86,-0.382323791154502,,16.79
PHL,Philippines,2020-07,2020-07-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,,-50.93,89.12,,,,,,13.76,17.12,21.41,,4.8975,,,,,,,,,-0.318310136862572,50.93,,,
PHL,Philippines,2020-12,2020-12-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,73.66,-53.49,86.48,,33.94,47.79,48.16,38.5,,53.9,17.06,,1.324,,,,,,,,,,53.49,1.25611286706383,-0.318310136862572,21.41
PHL,Philippines,2021-05,2021-05-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,64.69,-38.91,87.37,,28.5,32.92,20.8,34.92,,41.4,12.95,,,49.79,,,,,,,,,38.91,0.70790193372945,,17.06
PHL,Philippines,2020-07,2020-07-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,,-58.4,91.71,,,,,,10.7,24.15,27.51,,7.0625,,,,,,,,,-0.3381536601399,58.4,,,
PHL,Philippines,2020-12,2020-12-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,76.6,-58.79,88.28,,42.73,45.93,62.6,40.96,,53.13,14.9,,1.838,,,,,,,,,,58.79,1.50282702836944,-0.3381536601399,27.51
PHL,Philippines,2021-05,2021-05-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,85.01,-59.54,92.02,-9.86,39.37,42.54,52.96,41.14,9.13,64.62,24.69,,,54.62,,,,,,,,0.504919080493206,59.54,1.46324497662981,,14.9
PHL,Philippines,2020-07,2020-07-01,WB_BPS_SECTOR_OS,Sector: Other Services,,-61.22,92.92,,,,,,14.5,27.5,23.38,,5.95,,,,,,,,,-0.033899473443963,61.22,,,
PHL,Philippines,2020-12,2020-12-01,WB_BPS_SECTOR_OS,Sector: Other Services,78.87,-58.38,89.69,,41.18,46.09,54.73,43.16,,54.23,17.1,,2.358,,,,,,,,,,58.38,1.48134621693762,-0.033899473443963,23.38
PHL,Philippines,2021-05,2021-05-01,WB_BPS_SECTOR_OS,Sector: Other Services,79.76,-58.35,91.03,-6.01,37.6,35.16,42.04,36.94,14.31,63.68,25.48,,,54.6,,,,,,,,0.79220724205612,58.35,1.22365135100253,,17.1
PHL,Philippines,2020-07,2020-07-01,WB_BPS_SECTOR_RET,Sector: Retail,,-55.16,92.66,,,,,,13.59,28.04,24.97,,6.1825,,,,,,,,,-0.0756921849529463,55.16,,,
PHL,Philippines,2020-12,2020-12-01,WB_BPS_SECTOR_RET,Sector: Retail,78.61,-48.68,84.91,,35.16,34.33,43.48,33.51,,57.49,15.8,,2.016,,,,,,,,,,48.68,1.01047441859912,-0.0756921849529463,24.97
PHL,Philippines,2021-05,2021-05-01,WB_BPS_SECTOR_RET,Sector: Retail,73.64,-48.9,87.9,-0.58,30.26,33.05,31.93,30.85,4.55,59.03,19.92,,,63.18,,,,,,,,0.102280736870333,48.9,0.974454199236713,,15.8
POL,Poland,2020-06,2020-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,26.35,-21.91,69.25,-10.53,53.68,25.97,23.56,17.71,2.88,29.25,62.37,9.74,21.34,,,,,,,,,-0.655304288830639,21.91,0.0688936925061939,,
POL,Poland,2020-09,2020-09-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,15.55,-8.03,44.89,,48.95,28.13,3.13,3.46,1.45,32.74,76.61,11.35,28.364,,,98.68,39.82,71.37,42.63,21.19,54.738,-0.273267434716521,8.03,-0.587325672648257,-0.655304288830639,62.37
POL,Poland,2021-02,2021-02-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,11.47,-3.81,43.37,3.77,51.15,22.39,1.98,0.61,2.07,40.82,77.48,11.11,6.78,8.97,,,,,,,,-0.478943888123632,3.81,-0.780051130003084,-0.273267434716521,76.61
POL,Poland,2020-06,2020-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,25.27,-32.4,70.03,-11.28,37.04,14.26,20.23,14.26,11.95,37.76,68.87,13.62,23.346,,,,,,,,,-0.078155665223851,32.4,-0.181686443464438,,
POL,Poland,2020-09,2020-09-01,WB_BPS_SECTOR_OS,Sector: Other Services,18.36,-16.51,52.78,,31.71,13.48,5.44,2.46,6.88,36.91,85.06,12.71,31.634,,,92.68,36.52,71.84,36.75,25.16,52.59,-0.0812620977017478,16.51,-0.749013623772071,-0.078155665223851,68.87
POL,Poland,2021-02,2021-02-01,WB_BPS_SECTOR_OS,Sector: Other Services,20.51,-22.71,59.54,-1.62,33.34,12.17,9.94,3.52,10.82,45.12,87.93,11.98,12.58,5.01,,,,,,,,-0.0454889610075819,22.71,-0.674705621987047,-0.0812620977017478,85.06
POL,Poland,2020-06,2020-06-01,WB_BPS_SECTOR_RET,Sector: Retail,25,-21.94,71.15,-11.3,42.46,14.42,21.98,17.13,6.61,38.24,65.55,12.12,20.73,,,,,,,,,-0.316034262020011,21.94,-0.171324853801636,,
POL,Poland,2020-09,2020-09-01,WB_BPS_SECTOR_RET,Sector: Retail,19.56,-8.83,44.54,,36.23,22.02,5.43,1,7.37,43.08,82.73,11.48,26.816,,,96.02,31.93,82.71,49.59,42.61,60.572,0.135410784271913,8.83,-0.736087183427857,-0.316034262020011,65.55
POL,Poland,2021-02,2021-02-01,WB_BPS_SECTOR_RET,Sector: Retail,15.04,-7.39,48.73,4.38,41.05,19.94,2.48,0.92,10.36,50.32,83.16,10.03,4.53666666666667,7.14,,,,,,,,-0.0263020221288018,7.39,-0.800473973389223,0.135410784271913,82.73
PRY,Paraguay,2021-07,2021-07-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,13.89,-21.85,63.51,23.6,13.89,5.56,16.67,13.89,1.98,61.7,27.03,37.3,4.39,22.54,,,,,,,,0.413953319106664,21.85,-0.656509707752671,,
PRY,Paraguay,2021-07,2021-07-01,WB_BPS_SECTOR_OS,Sector: Other Services,10.47,-30.89,66.67,27.24,15.71,8.38,17.28,10.99,6.33,65,18.18,36.1,5.0525,12.57,48.48,,,,,,,0.611580930331113,30.89,-0.495550968650942,,
PRY,Paraguay,2021-07,2021-07-01,WB_BPS_SECTOR_RET,Sector: Retail,4.84,-24.75,69.84,23.46,6.5,4.84,13.01,7.32,1.93,48.21,23.81,37.57,5.3575,23.39,,,,,,,,0.20972029753571,24.75,-0.78055620882669,,
PSE,West Bank and Gaza,2020-08,2020-08-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,,-44.36,83.91,,14.23,19.38,3.75,16.52,2.25,8.4,,,,,,,,,,,,-1.20685052945487,44.36,-0.0791022294767793,,
PSE,West Bank and Gaza,2021-07,2021-07-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,,,,,,,,,,34.4,,,,,,,,,,,,,,,-1.20685052945487,
PSE,West Bank and Gaza,2020-08,2020-08-01,WB_BPS_SECTOR_OS,Sector: Other Services,,-41.7,78.12,,10.55,14.3,2.8,5.82,18.6,26.64,,,,,,,,,,,,0.19080612730573,41.7,-0.383115720274481,,
PSE,West Bank and Gaza,2021-07,2021-07-01,WB_BPS_SECTOR_OS,Sector: Other Services,,,,,,,,,,43.51,,,,,,,,,,,,,,,0.19080612730573,
PSE,West Bank and Gaza,2020-08,2020-08-01,WB_BPS_SECTOR_RET,Sector: Retail,,-43.55,85,,9.07,11.64,4.04,8.52,8.71,21.83,,,,,,,,,,,,-0.510579805534932,43.55,-0.317431022442466,,
PSE,West Bank and Gaza,2021-07,2021-07-01,WB_BPS_SECTOR_RET,Sector: Retail,,,,,,,,,,43.54,,,,,,,,,,,,,,,-0.510579805534932,
ROU,Romania,2020-06,2020-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,38.55,-22.78,59.09,2.71,16.02,7.73,19.89,22.1,3.09,39.64,39.23,9.02,13.535,,,,,,,,,-0.50241090148251,22.78,-0.418176438267727,,
ROU,Romania,2020-11,2020-11-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,29.38,-11.07,31.59,3.57,29.36,17.11,7.86,14.15,5.09,84.19,58.8,17.61,7.938,,,94.99,32.66,48.26,41.85,11.97,45.946,0.367522834420135,11.07,-0.722380015438585,-0.50241090148251,39.23
ROU,Romania,2021-05,2021-05-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,11.46,-7.66,35.67,13.4,36.21,10.77,21.57,11.98,0.36,75.25,59.81,14.53,15.495,4.8,17.99,,,,,,,0.0593242243439073,7.66,-0.923437323635529,0.367522834420135,58.8
ROU,Romania,2020-06,2020-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,44.42,-38.18,70.17,5.75,19.08,11.31,27.74,31.8,6.4,40.14,37.28,11.18,8.25,,,,,,,,,-0.315679576825313,38.18,0.0385855373396116,,
ROU,Romania,2020-11,2020-11-01,WB_BPS_SECTOR_OS,Sector: Other Services,41.85,-25.26,57.94,0.73,20.64,16.07,22.22,17.44,7.32,67.63,47.15,18.16,6.552,,,91.34,31.67,53.13,41.7,21.06,47.78,0.286103292947567,25.26,-0.273175390300854,-0.315679576825313,37.28
ROU,Romania,2021-05,2021-05-01,WB_BPS_SECTOR_OS,Sector: Other Services,22.36,-20.8,55.3,13.24,21.18,19.13,19.28,14.26,5.89,70.49,46.7,14.81,7.175,5.48,10.48,,,,,,,0.211963744778487,20.8,-0.733604064510721,0.286103292947567,47.15
ROU,Romania,2020-06,2020-06-01,WB_BPS_SECTOR_RET,Sector: Retail,32.11,-31.68,66.67,12.88,16.85,6.74,20.22,33.15,6.74,36.61,37.64,7.79,8.428,,,,,,,,,-0.430961549411247,31.68,-0.240005899822725,,
ROU,Romania,2020-11,2020-11-01,WB_BPS_SECTOR_RET,Sector: Retail,33.25,-19.97,57.09,5.01,26.23,11.02,23.21,18.84,3.85,70.5,37.97,9.43,4.166,,,94.02,21.01,60.86,58.1,18.49,50.496,0.123575050206002,19.97,-0.379184633760647,-0.430961549411247,37.64
ROU,Romania,2021-05,2021-05-01,WB_BPS_SECTOR_RET,Sector: Retail,16.58,-15.79,58.67,15.66,29.56,13.52,16.04,11.77,6.2,75.08,40.51,17.36,3.8025,4.61,,,,,,,,0.351036919878626,15.79,-0.661782820563902,0.123575050206002,37.97
SDN,Sudan,2020-07,2020-07-01,WB_BPS_SECTOR_OS,Sector: Other Services,56.56,-57.36,79.66,,,4.82,12.05,9.64,,6.85,,,,,,,,,,,,,57.36,0.00944494264089198,,
SDN,Sudan,2020-07,2020-07-01,WB_BPS_SECTOR_RET,Sector: Retail,59.03,-43.53,79.32,,,7.58,1.14,4.92,,,,,,,,,,,,,,,43.53,-0.197395786317345,,
