model,term,estimate,std.error,conf.low,conf.high,p.value
Sales change FE (lag(1)),ACI (lag(1)),-2.61385464639261,2.66588967403903,-7.99772806579104,2.77001877300582,0.332599132974525
Sales change FE (lag(1)),Public support access (lag(1)),0.0277092268298713,0.0820800687025517,-0.138054834771575,0.193473288431317,0.737396207542762
Sales change FE (lag(1)),ACI × Support (lag(1)),0.126834147486571,0.0391512346776509,0.0477666250116897,0.205901669961452,0.00237651780589975
