cluster,economies,ACI_mean,CSI_mean,Arrears_mean,SalesChange_mean,Support_mean
Archetype 4,16,-0.446350720847007,-0.376003702172218,34.4092545454545,-29.8721212121212,23.0743154761905
Archetype 1,15,-0.18062199332236,0.706080910049868,63.055946969697,-52.1612849206349,15.5433107864358
Archetype 3,7,0.518180351392119,0.111777044075029,44.197349257885,-32.6495102040816,55.7024149659864
Archetype 2,6,0.499849621074975,-0.653045141319679,18.461154040404,-12.6056944444444,50.7526388888889
