model,term,estimate,std.error,conf.low,conf.high,p.value
Arrears risk FE (lag(1)),ACI (lag(1)),-3.24589923866376,3.55993399912167,-10.4886394177868,3.99684094045927,0.368494157503284
Arrears risk FE (lag(1)),Public support access (lag(1)),0.22757096093836,0.0990175793117778,0.0261181811121452,0.429023740764575,0.0280182046003213
Arrears risk FE (lag(1)),ACI × Support (lag(1)),0.195949357290251,0.0801762442356588,0.0328295619007684,0.359069152679733,0.0200379561616562
